nth vaddr      bind type lib          name
123 0x00455e30 NONE FUNC OWL52t.dll   @TWindow@DoExecute$qv
124 0x00455e34 NONE FUNC OWL52t.dll   @TDialog@EvInitDialog$qp6HWND__
125 0x00455e38 NONE FUNC OWL52t.dll   @TWindow@Dispatch$qr24TEventHandler@TEventInfouil
126 0x00455e3c NONE FUNC OWL52t.dll   @TWindow@Destroy$qi
127 0x00455e40 NONE FUNC OWL52t.dll   @TDialog@DoExecute$qv
128 0x00455e44 NONE FUNC OWL52t.dll   @TCheckBox@$bctr$qp7TWindowip9TGroupBoxp7TModule
129 0x00455e48 NONE FUNC OWL52t.dll   @TApplication@InitCmdShow
130 0x00455e4c NONE FUNC OWL52t.dll   @TWindow@DefaultProcessing$qv
131 0x00455e50 NONE FUNC OWL52t.dll   @TWindow@DefWindowProcA$quiuil
132 0x00455e54 NONE FUNC OWL52t.dll   @TDialog@DoCreate$qv
133 0x00455e58 NONE FUNC OWL52t.dll   @TWindow@Create$qv
134 0x00455e5c NONE FUNC OWL52t.dll   @TDialog@DialogFunction$quiuil
135 0x00455e60 NONE FUNC OWL52t.dll   @TWindow@CloseWindow$qi
136 0x00455e64 NONE FUNC OWL52t.dll   @TButton@$bdtr$qv
137 0x00455e68 NONE FUNC OWL52t.dll   @TWindow@CleanupWindow$qv
138 0x00455e6c NONE FUNC OWL52t.dll   @TDialog@Destroy$qi
139 0x00455e70 NONE FUNC OWL52t.dll   @TWindow@ChildWithId$xqi
140 0x00455e74 NONE FUNC OWL52t.dll   @TApplication@InitApplication$qv
141 0x00455e78 NONE FUNC OWL52t.dll   @TWindow@CanClose$qv
142 0x00455e7c NONE FUNC OWL52t.dll   @I32_Dispatch$qr7GENERICM7GENERICqv$uluil
143 0x00455e80 NONE FUNC OWL52t.dll   @TDialog@Create$qv
144 0x00455e84 NONE FUNC OWL52t.dll   @TWindow@$bdtr$qv
145 0x00455e88 NONE FUNC OWL52t.dll   @TBrush@$bdtr$qv
146 0x00455e8c NONE FUNC OWL52t.dll   @TWindow@$bctr$qv
147 0x00455e90 NONE FUNC OWL52t.dll   @TDialog@CloseWindow$qi
148 0x00455e94 NONE FUNC OWL52t.dll   @TWindow@$bctr$qp7TWindowpxcp7TModule
149 0x00455e98 NONE FUNC OWL52t.dll   @TUIHandle@Paint$xqr3TDC
150 0x00455e9c NONE FUNC OWL52t.dll   @TDialog@$bdtr$qv
151 0x00455ea0 NONE FUNC OWL52t.dll   @TUIHandle@HitTest$xqrx6TPoint
152 0x00455ea4 NONE FUNC OWL52t.dll   @TBrush@$bctr$qrx7TBitmap
153 0x00455ea8 NONE FUNC OWL52t.dll   @TUIHandle@GetCursorId$q16TUIHandle@TWhere
154 0x00455eac NONE FUNC OWL52t.dll   @TDialog@$bctr$qp7TWindow6TResIdp7TModule
155 0x00455eb0 NONE FUNC OWL52t.dll   @TUIHandle@$bctr$qrx5TRectuii
156 0x00455eb4 NONE FUNC OWL52t.dll   @TBrush@$bctr$qrx6TColor
157 0x00455eb8 NONE FUNC OWL52t.dll   @TStatic@$bctr$qp7TWindowiuip7TModule
158 0x00455ebc NONE FUNC OWL52t.dll   @TApplication@IdleAction$ql
159 0x00455ec0 NONE FUNC OWL52t.dll   @TScreenDC@$bctr$qv
160 0x00455ec4 NONE FUNC OWL52t.dll   @TWindow@PerformCreate$qi
161 0x00455ec8 NONE FUNC OWL52t.dll   @TDC@TextOutA$qiipxci
162 0x00455ecc NONE FUNC OWL52t.dll   @TDib@$bdtr$qv
163 0x00455ed0 NONE FUNC OWL52t.dll   @TWindow@Register$qv
164 0x00455ed4 NONE FUNC OWL52t.dll   @I32_WPARAM_LPARAM_Dispatch$qr7GENERICM7GENERICquil$luil
165 0x00455ed8 NONE FUNC OWL52t.dll   @HandleGlobalException$qr4xmsgpct2
166 0x00455edc NONE FUNC OWL52t.dll   @TRegion@$bdtr$qv
167 0x00455ee0 NONE FUNC OWL52t.dll   @TRegion@$bctr$qpx6TPointii
168 0x00455ee4 NONE FUNC OWL52t.dll   @TDC@TabbedTextOutA$qrx6TPointpxciipxiir5TSize
169 0x00455ee8 NONE FUNC OWL52t.dll   @TPopupMenu@$bctr$qp7HMENU__11TAutoDelete
170 0x00455eec NONE FUNC OWL52t.dll   @TWindow@SendMessageA$quiuil
171 0x00455ef0 NONE FUNC OWL52t.dll   @TPopupMenu@$bctr$q11TAutoDelete
172 0x00455ef4 NONE FUNC OWL52t.dll   @TDC@SetWindowOrg$qrx6TPointp6TPoint
173 0x00455ef8 NONE FUNC OWL52t.dll   @TBitmap@Create$qrx4TDibrx8TPalette
174 0x00455efc NONE FUNC OWL52t.dll   @TPen@$bctr$qrx6TColorii
175 0x00455f00 NONE FUNC OWL52t.dll   @TPalette@$bctr$qpx15tagPALETTEENTRYi
176 0x00455f04 NONE FUNC OWL52t.dll   @TDC@SetWindowExt$qrx5TSizep5TSize
177 0x00455f08 NONE FUNC OWL52t.dll   @TPalette@$bctr$qp10HPALETTE__11TAutoDelete
178 0x00455f0c NONE FUNC OWL52t.dll   @TPaintDC@$bdtr$qv
179 0x00455f10 NONE FUNC OWL52t.dll   @TDC@SetViewportOrg$qrx6TPointp6TPoint
180 0x00455f14 NONE FUNC OWL52t.dll   @TBitmap@$bdtr$qv
181 0x00455f18 NONE FUNC OWL52t.dll   @TApplication@GetInitCmdLine$qv
182 0x00455f1c NONE FUNC OWL52t.dll   @TPaintDC@$bctr$qp6HWND__
183 0x00455f20 NONE FUNC OWL52t.dll   @TModule@SetName$qpxc
184 0x00455f24 NONE FUNC OWL52t.dll   @TDC@SetViewportExt$qrx5TSizep5TSize
185 0x00455f28 NONE FUNC OWL52t.dll   @TModule@LoadStringA$xqui
186 0x00455f2c NONE FUNC OWL52t.dll   @TModule@Error$qr4xmsguiui
187 0x00455f30 NONE FUNC OWL52t.dll   @TDC@SetTextColor$qrx6TColor
188 0x00455f34 NONE FUNC OWL52t.dll   @TBitmap@$bctr$qv
189 0x00455f38 NONE FUNC OWL52t.dll   @TModule@Error$qi
190 0x00455f3c NONE FUNC OWL52t.dll   @TModule@$bdtr$qv
191 0x00455f40 NONE FUNC OWL52t.dll   @TDC@SetMapMode$qi
192 0x00455f44 NONE FUNC OWL52t.dll   @TApplication@Find$qr24TEventHandler@TEventInfopqr31%TResponseTableEntry$t7GENERIC%r24TEventHandler@TEventInfo$4bool
193 0x00455f48 NONE FUNC OWL52t.dll   @TModule@$bctr$qpxcp11HINSTANCE__
194 0x00455f4c NONE FUNC OWL52t.dll   @TDC@SetBkColor$qrx6TColor
195 0x00455f50 NONE FUNC OWL52t.dll   @TModule@$bctr$qpxc4boolt2
196 0x00455f54 NONE FUNC OWL52t.dll   @TBitmap@$bctr$qrx3TDCii4bool
197 0x00455f58 NONE FUNC OWL52t.dll   @B_Dispatch$qr7GENERICM7GENERICqv$4booluil
198 0x00455f5c NONE FUNC OWL52t.dll   @TMenu@GetMenuItemID$xqi
199 0x00455f60 NONE FUNC OWL52t.dll   @TDC@SelectStockObject$qi
200 0x00455f64 NONE FUNC OWL52t.dll   @TMenu@$bdtr$qv
201 0x00455f68 NONE FUNC OWL52t.dll   @B_WPARAM_Dispatch$qr7GENERICM7GENERICqui$4booluil
202 0x00455f6c NONE FUNC OWL52t.dll   @TDC@SelectObject$qrx8TPalette4bool
203 0x00455f70 NONE FUNC OWL52t.dll   @TMenu@$bctr$qp7HMENU__11TAutoDelete
204 0x00455f74 NONE FUNC OWL52t.dll   @TApplication@TermInstance$qi
205 0x00455f78 NONE FUNC OWL52t.dll   @TMemoryDC@SelectObject$qrx7TBitmap
206 0x00455f7c NONE FUNC OWL52t.dll   @TApplication@EnableCtl3d$q4bool
207 0x00455f80 NONE FUNC OWL52t.dll   @TMemoryDC@RestoreBitmap$qv
208 0x00455f84 NONE FUNC OWL52t.dll   @TMemoryDC@$bdtr$qv
209 0x00455f88 NONE FUNC OWL52t.dll   @TDC@SelectObject$qrx6TBrush
210 0x00455f8c NONE FUNC OWL52t.dll   @TMemoryDC@$bctr$qrx3TDC
211 0x00455f90 NONE FUNC OWL52t.dll   @TLayoutWindow@$bdtr$qv
212 0x00455f94 NONE FUNC OWL52t.dll   @TDC@SelectObject$qrx5TFont
213 0x00455f98 NONE FUNC OWL52t.dll   @TApplication@Start$qv
1   0x00455fa0 NONE FUNC GDI32.dll    StretchBlt
2   0x00455fa4 NONE FUNC GDI32.dll    SetTextJustification
3   0x00455fa8 NONE FUNC GDI32.dll    SetTextAlign
4   0x00455fac NONE FUNC GDI32.dll    SetStretchBltMode
5   0x00455fb0 NONE FUNC GDI32.dll    SetROP2
6   0x00455fb4 NONE FUNC GDI32.dll    SetPaletteEntries
7   0x00455fb8 NONE FUNC GDI32.dll    SetBkMode
8   0x00455fbc NONE FUNC GDI32.dll    SelectClipRgn
9   0x00455fc0 NONE FUNC GDI32.dll    Rectangle
10  0x00455fc4 NONE FUNC GDI32.dll    RealizePalette
11  0x00455fc8 NONE FUNC GDI32.dll    PtInRegion
12  0x00455fcc NONE FUNC GDI32.dll    PatBlt
13  0x00455fd0 NONE FUNC GDI32.dll    LPtoDP
14  0x00455fd4 NONE FUNC GDI32.dll    GetTextExtentPointA
15  0x00455fd8 NONE FUNC GDI32.dll    GetStockObject
16  0x00455fdc NONE FUNC GDI32.dll    GetPaletteEntries
17  0x00455fe0 NONE FUNC GDI32.dll    GetObjectA
18  0x00455fe4 NONE FUNC GDI32.dll    GetDeviceCaps
19  0x00455fe8 NONE FUNC GDI32.dll    ExcludeClipRect
20  0x00455fec NONE FUNC GDI32.dll    DPtoLP
21  0x00455ff0 NONE FUNC GDI32.dll    CreateHalftonePalette
22  0x00455ff4 NONE FUNC GDI32.dll    BitBlt
1   0x00455ffc NONE FUNC WINMM.dll    waveOutGetNumDevs
2   0x00456000 NONE FUNC WINMM.dll    timeSetEvent
3   0x00456004 NONE FUNC WINMM.dll    timeKillEvent
4   0x00456008 NONE FUNC WINMM.dll    timeGetDevCaps
5   0x0045600c NONE FUNC WINMM.dll    timeEndPeriod
6   0x00456010 NONE FUNC WINMM.dll    timeBeginPeriod
7   0x00456014 NONE FUNC WINMM.dll    midiOutGetNumDevs
8   0x00456018 NONE FUNC WINMM.dll    mciSendCommandA
9   0x0045601c NONE FUNC WINMM.dll    mciGetErrorStringA
10  0x00456020 NONE FUNC WINMM.dll    PlaySoundA
1   0x00456028 NONE FUNC DDRAW.dll    DirectDrawCreate
1   0x00456030 NONE FUNC VERSION.dll  VerQueryValueA
2   0x00456034 NONE FUNC VERSION.dll  GetFileVersionInfoSizeA
3   0x00456038 NONE FUNC VERSION.dll  GetFileVersionInfoA
1   0x00456040 NONE FUNC ADVAPI32.dll RegSetValueExA
2   0x00456044 NONE FUNC ADVAPI32.dll RegSetValueA
3   0x00456048 NONE FUNC ADVAPI32.dll RegQueryValueExA
4   0x0045604c NONE FUNC ADVAPI32.dll RegQueryValueA
5   0x00456050 NONE FUNC ADVAPI32.dll RegQueryInfoKeyA
6   0x00456054 NONE FUNC ADVAPI32.dll RegOpenKeyExA
7   0x00456058 NONE FUNC ADVAPI32.dll RegEnumValueA
8   0x0045605c NONE FUNC ADVAPI32.dll RegEnumKeyA
9   0x00456060 NONE FUNC ADVAPI32.dll RegDeleteKeyA
10  0x00456064 NONE FUNC ADVAPI32.dll RegCreateKeyExA
11  0x00456068 NONE FUNC ADVAPI32.dll RegCloseKey
1   0x00456070 NONE FUNC vndllapi.dll InitVNCommandMessage
1   0x00456078 NONE FUNC OLE32.dll    CLSIDFromProgID
